Msqnm,Fctn,Prvn,Pftn,Cont,Spfcadd,Msqintdc,Topmsq,Kcrsusp,Sncarlv,Longit,Latit
开封善义堂清真寺,同治十三年(公元一八七四年),河南省,开封市,鹁鸽市,鹁鸽市,"回回民族几乎全民族信仰伊斯兰教。鹁鸽市这一聚居区的回民，定居不久，就要求建立清真寺，但鉴于所谓""秦川之乱""才平，而由陕西东来的这一部分回族人建寺之事，恐难得到开封祥符县准核，故仿效省会各会馆聚同乡义事之举，筹建""善义堂""。由在城商民""忠义和""号马自忠(前谓南候选同知)""信义长""号，苏占杰、""明发祥号伍廷发、""义升德""号于义升，""德盛店""号洪德语、""复盛和""号马自鸱等联名呈请祥符县准许建寺。",,,,114.356300,34.792690
登封县石道清真寺,年代不详,河南省,开封市,登封县,,石道清真寺位于河南省登封县石道西街。始建于清宣统三年(1911年)，多年来经历数次重建，最近一次于1988年重建。现今全寺占地面积3亩。,,,,123.443451,41.801399
封丘县前荆乡东清真寺,年代不详,河南省,开封市,封丘县,,前荆乡东清真寺位于河南省封丘县荆乡回族乡。始建于1928年，当时全坊仅有40余户，人口不满三百，经几位信仰坚定的老人倡导，教众们一致赞同，自力更生、聘请知名大阿訇，建立了伊黑瓦尼新坊。,,,,114.306630,30.524850
封丘县海庄清真寺,年代不详,河南省,开封市,封丘县,,海庄清真寺位于河南省封丘县李庄乡海庄村。始建于清光绪十八年(1892年)，1985年重建。现今清真寺为仿中国古建筑形式，寺门为歇山顶式建筑，礼拜大殿分卷棚、正殿、窑殿三部分。,,,,105.643590,36.565240
兰考县红庙清真寺,年代不详,河南省,开封市,兰考县,河南省兰考县红庙乡,相传该寺始建于清乾隆二十二年(1757年)，光绪二十三年(1897年)4月重修。大殿建筑面积60平方米，占地总面积约0.6亩。本坊教民120户，650人，均属回族，遵行格迪目。,,,,114.936478,34.855526
兰考县堌阳清真寺,年代不详,河南省,开封市,兰考县,河南省兰考县堌阳镇,堌阳寺原名考城清真寺，始建于清朝中叶，具体年代不样，最近重建在1985年。该寺占地约0.7亩，总建筑面积82平方米，大殿面积50平方米，为平房。本坊教民约35户，有175人，均为回族，属格迪目。,,,,114.962112,34.958290
杞县西关周家寺,清朝末年,河南省,开封市,杞县,杞县北家后村西坑东沿,周家清真寺，大殿6间，南讲堂5间，北讲堂5间，门楼2间，左右陪房各3问，后宅和女寺10间，总建筑面积410平方米，寺房布局合理，建筑群威严壮观，有鲜明的民族特色。,,,,114.688087,34.392200
杞县圉镇清真寺,清康熙二十五年(1686年),河南省,开封市,杞县,城内25公里,圉镇清真寺:该寺位于城内25公里处杞县圉镇前城村，回族人口一千口左右。,,,,114.708183,34.339886
杞县阳固清真寺,年代不详,河南省,开封市,杞县,县城北20公里,阳固清真寺位于杞县阳固乡阳固东村。寺院于于1997年重建，占地面积1庙左右。,,,,114.805031,34.691433
杞县西关张家清真寺,年代不详,河南省,开封市,杞县,西关,西关张家清真寺坐落于河南省杞县西关北家后村南坑北沿。1805年建成。1981年改为西关清真寺。,,,,114.775314,34.556110
杞县西关清真寺,年代不详,河南省,开封市,杞县,西关北家后村南坑北沿,西关清真寺:就是由张家寺周家寺，城内郭家寺三坊合并一坊的一所年轻清真寺。西关清真寺位于西关北家后村南坑北沿。,,,,114.775314,34.556110
杞县湖岗清真寺,年代不详,河南省,开封市,杞县,位于县城南25公里湖岗乡湖岗后村,湖岗清真寺位于县城南25公里湖岗乡湖岗后村。占地面积1.3亩左右，共有两姓家族一姓马，一姓周。两大家，人口1百余口。,,,,114.694008,34.390644
杞县城内郭家清真寺,年代不详,河南省,开封市,杞县,位于城内大西门里来源街路东,郭家清真寺位于城内大西门里来源街路东，城内回族人口一百二十口左右，主要由郭家负责所以称郭家寺。后来郭氏迁走由城内回族群众负责，曾在该寺任聘的阿訇有李阿訇，周耀官阿訇。文革中遭到破坏至今。,,,,114.716408,34.539852
杞县玉皇庙东寺,年代不详,河南省,开封市,杞县,玉皇庙东庄路北穆斯林,该寺位于玉皇庙东庄路北穆斯林，因阴天下雨去西头寺里礼拜实属不便，由于群众的迫切要求，大队同意，县政府批准，。,,,,114.719025,34.539993
杞县常岭寺清真寺,年代不详,河南省,开封市,杞县,,常岭寺清真寺位于县城北15公里阳固乡常岭寺村，建于民国31年(1942年)，多年来经历数次修建，最近一次在1999年。现今现大殿为面积150平方左右。,,,,114.833748,32.862057
杞县板木清真寺,解放初期,河南省,开封市,杞县,,板木清真寺:该寺位于县城南30公里板木乡板木西北村西头路北，始建于解放初期，坊上刘、范、李三姓人家120来口人。据老人讲是来自荥阳卖皮货的穆斯林建造。在没有盖寺之前，有红白事去圉镇清真寺请阿訇，北屋3间当时两问礼拜一间住阿訇，水房1间。于1997年清真寺重新修建，占地1亩3左右，大殿4间，北讲堂3问，水房1间，寺院清洁干净。在该寺任聘的阿訇有:王常安(睢县)，王传中阿訇，马阿訇(太康)，马林文阿訇(民权)，吕阿訇(太康)。,,,,114.650480,33.647380
通许县邸阁清真寺,年代不详,河南省,开封市,通许县,,邸阁清真寺位于开封市通许县邸阁镇。始建于明末，1985年再次重修。现寺占地二亩有余，总建筑面积达300平方米，其中大殿130平方米，为砖木结构的卷棚式仿古建筑。,,,,113.635902,33.240551
尉氏县南川南街清真寺,年代不详,河南省,开封市,尉氏县,,南川南街清真寺位于尉氏县南门内路。创建于明末崇祯年间。藏经15卷。本坊有阿旬1人，满拉2人，学董6人.教民105户，共452人，均属回族，遵奉格由目教礼。,,,,129.283650,47.137990
尉氏县张市清真寺,年代不详,河南省,开封市,尉氏县,河南省尉氏县张市镇南街,该寺始建于清康熙年间(1662一1722年)，同治十二年(1873年)重修，1938年国民党政府掘开郑州花园口后被淹没。原寺占地面积7亩，礼拜大殿为中国古典式，前有卷棚，飞檐翘角，雄伟壮观;另有北讲堂、沐浴室等建筑，共计房屋40余间。,,,,114.290848,34.348473
郑州北大清真寺,年代不详,河南省,开封市,,北大街128号,郑州清真寺因地处北大街，故又名北大街清真寺、北大清真寺或北大寺，是伊斯兰教在郑州建造最早、规模最大的清真寺。始于元末明初。郑州北大清真寺有明代宣德炉两只，为稀世之物。本寺是河南省级文物保护单位之一。郑州是全国旅游胜地，前来该寺观光礼拜的人数甚多。郑州清真寺是伊斯兰教的一种象征。,,,,114.365524,34.814304
开封西皮渠清真寺,1980年,河南省,开封市,,河南省开封市,西皮渠清真寺，原叫西北域清真寺，位于河南省开封市的包公祠北，包公祠市场后。大门朝西，门前两边各卧石狮一。大殿座西向东，该寺计有大殿三间，水房二间，教长室二间，居委会房间一。,,,,114.348160,34.788610
开封文殊寺街清真寺,公元1458年,河南省,开封市,,开封市鼓楼东北,文殊寺街清真寺位于开封市鼓楼东北。始建于明朝(公元1458年)，现寺是在顺治六年重新修建的，其规模比原寺为小，东至街中，西至书店街。其中寺里存六块历史悠久的碑，分别是《万历甲辰碑》、《道光十八年碑》、《刘氏重树先人乐输清真寺市房碑记》、《文殊寺街清真寺义学碑》、《同治四年乙丑碑》和《光绪廿七年(公元1901)文殊寺重修碑》。,,,,114.348160,34.788610
开封三民胡同清真寺,年代不详,河南省,开封市,,河南省开封市鼓楼西街三民胡同,位于鼓楼西街三民胡同，坐西向东，该寺位置很优越，处古汴中心。,,,,114.348160,34.788610
开封宋门关清真寺,年代不详,河南省,开封市,,,宋门关清真寺位于城东宋门关中街2号，1910年以前，宋门关是一片沙漠荒郊，其间有不少坟墓，尤以回民坟多。起初定居有杜、李、王姓四家，以看坟为主，不久又从南阳、荥阳、商丘及黄河北岸封丘、贾村、海庄、陈桥等地迁来数家，以经营小商贩、开饭铺客店、花生行、柴草行、面坊拉车、买牛羊肉、菜等为业.1920年建立,,,,116.898712,38.267941
开封南教经胡同清真寺,年代不详,河南省,开封市,,,南教经胡同清真寺，位于草市街中段，与乐观街正对，大约有四、五十年历史。现大殿四间，座西向东。大殿前南为水房三间，北为教长室三间，教长室北为围房八间。有海里凡一人，系民权县人。,,,,100.478010,38.929670
开封县朱仙镇清真北寺,明嘉靖十年（1531年）,河南省,开封市,,河南省开封县朱仙镇乡,开封县朱仙镇清真北寺始建于明嘉靖十年(1531年)，复修于清乾隆九年(1744年)距今已有450余年的历史。整个寺院面积14亩、建筑雄伟壮观，前大门外有石狮子一对，两边是八字墙;门内有精美雕花石柱12根。,,,,114.267082,34.615334
开封清真东大寺,年代不详,河南省,开封市,,河南省开封市清平南北街7号,开封清真东大寺，又称东清真寺，古称大梁清真寺，占地十余亩，为河南省规模最大的清真寺。该寺始建年代不详。原址在古开封城外东南三、四里处的文庄，迁入今址的时间不详。,,,,114.364182,34.793250
开封家庙街清真寺,年代不详,河南省,开封市,,龙亭夏家庸前街中段,开封家庙街清真寺，位于龙亭夏家庸前街中段，创建于清咸丰元年1857年2月。初为草房，同治十二年1873年重修。,,,,114.354610,34.815680
开封东大清真寺,年代不详,河南省,开封市,,河南省开封市,开封东大清真寺位于开封市清平南北街7号，属于国家级模范清真寺、全国重点文物保护单位。寺内现存有清康熙年间的《重修大梁清真寺碑记》。,,,,114.348160,34.788610
开封洪河沿清真寺,民国十一年三月十八日,河南省,开封市,,开封市鼓楼街北,洪河沿清真寺位于开封市鼓楼街北，文殊寺街清真寺东侧，洪河坑的北岸，座西向东。始建于民国十一年三月十八日，其本坊教民原属文殊寺街清真寺，因宗教上意见不合，民国十一年分开，计有数百十户。他们整分去了二分之一的人数和一条洪河沿街。,,,,114.360191,34.793530
开封北门大街清真寺,公元1933,河南省,开封市,,开封市北门大街路西73号,北门大街清真寺在开封市北大寺西半里许，北门大街路西73号，座西向东，大门临街。,,,,114.348160,34.788610
洛阳市中窑清真寺,年代不详,河南省,洛阳市,瀍河回族区,洛阳市征河回族乡徐家街50号,中窑清真寺又名北窑上寺。洛阳在河是中国著名的城市回族聚居区之一，中窑清真寺位于洛阳市征河回族乡徐家街50号。因地居股河下游，回族人众多而得名。区内有陇海铁路从区内通过，是历史上著名的商业贸易区，为山货、土杂、食盐、布匹的集散地，食品、皮毛、制革业也比较发达，近几年又兴办了汽车配件厂、精研磨具厂、窗纱厂等。区内回族文化教育和医疗卫生事业比较发达。寺有教民500户，1800人，回族。尊奉格迪国教礼。寺有阿訇1人，念经满拉7人。,,,,112.488968,34.702751
洛阳市马坡老寺,年代不详,河南省,洛阳市,瀍河回族区,河南省洛阳市在河回族乡,马坡老寺原名清真上寺，始建于明朝末年，清乾隆二十年(1755年)扩建大殿。据寺内现存碑文记载，该村有教民马坤，在病危中嘱咐下辈将祖业地63亩捐给老寺，以维持寺的费用，并嘱咐儿孙不准收回耕种，后人尊称他为老大爷。,,,,112.488968,34.702751
洛阳市北窑清真寺,1915年,河南省,洛阳市,瀍河回族区,洛阳市志河回族区,北窑清真寺位于洛阳市志河回族区，始建于1915年。原有3座清真寺，该寺居中，亦名北窑中寺。其中礼拜大殿为阿拉伯式双层建筑，上层为礼拜正殿，下层为男、女沐浴室、会客室、小礼拜殿。,,,,112.510780,34.704310
洛阳市塔湾清真东寺,年代不详,河南省,洛阳市,瀍河乡,河南省洛阳市瀍河乡,该寺始建于光绪三十三年(1907年)，到1942年至l946年间，因日本侵华，中原沦陷，寺内宗教活动不能正常进行;1967年至1979年，又由于受极左思潮影响，也没能正式开展宗教工作、党的十一届三中全会以来，落实党的宗教政策，该寺的宗教活动终于可以正常开展起来。该寺占地面积共约6亩，分为前后两个院子。寺院门厅为水泥石板墙面，拱形的大门，门两旁的几间房子为水房，门厅的顶部中间是个绿色的大圆顶，圆顶上端是一颗象征伊斯兰教特征的月牙。,,,,112.510780,34.704310
洛阳市小李村清真南寺,年代不详,河南省,洛阳市,谨河回族乡,河南省洛阳市谨河回族乡,据考小李村回族最早于明初由陕西扶风迁人，因经商而落居。清光绪九年(1883年)为满足穆斯林宗教生活之需，由马玉山筹建清真寺，虽不够华丽，却简朴庄严。,,,,112.488968,34.702751
洛宁县中原清真寺,清咸丰八年（1858年）,河南省,洛阳市,洛宁县,河南省洛宁县王范回族镇,中原清真寺位于河南省洛宁县王范回族镇，建于清咸丰八年(1858年)，多年来历经沧桑，并关闭宗教活动，于1983年得以恢复。现今占地面积约9亩，大殿为传统古典式建筑。,,,,111.637527,34.387161
洛宁县长水街清真寺,年代不详,河南省,洛阳市,洛宁县,,长水街清真寺又名河码头清真寺，始建于明末，至清雍正年间，寺院破旧不堪，曾翻修一次。光绪六年(1880年)随着穆民人口增多，寺院再次扩建和维修。,,,,112.973843,28.192788
洛宁县王沟清真寺,年代不详,河南省,洛阳市,洛宁县,,王沟清真寺位于河南省洛宁县小界乡王沟村，建于清末。小寺殿堂相配，结构完善，回民群众环寺安居。,,,,114.017799,33.401550
洛宁县王范清真寺,年代不详,河南省,洛阳市,洛宁县,,"王范清真寺又称王范礼拜寺，位于河南省洛阳市洛宁县王范镇。建于明末。寺内现存""开天古教""古匾1块，乾隆时期用以练武的""抱石""1块等。",,,,114.017799,33.401550
洛宁县王范清真女寺,年代不详,河南省,洛阳市,洛宁县,河南省洛阳市洛宁县王范镇,该寺始建于1924年，是独立于王范男寺以外的又一座清真寺，后迫于传统观念的压力而自行关闭。,,,,111.638992,34.384869
洛宁县缝衣口清真寺,年代不详,河南省,洛阳市,洛宁县,,缝衣口清真寺位于河南省洛宁县长水乡，始建于1901年。全寺占地面积1.8亩，大殿建筑为悬山式，建筑面积100方米。,,,,114.493390,36.618530
汝阳县三屯乡东保清真寺,光绪十年（1884年）,河南省,洛阳市,汝阳县,河南省汝阳县三屯乡东保村丁家拐,东保清真寺位于河南省汝阳县三屯乡东保村丁家拐。创建于光绪十年(1884年)，以后屡有修葺，最近一次于1990年翻修。现寺占地2亩，建筑总面积310平方米。,,,,112.502235,34.061745
嵩县车村清真寺,年代不详,河南省,洛阳市,嵩县,,车村清真寺位于河南省嵩县车村乡车村。现占地0.4亩，修建砖木结构大殿3间，约60平方米，配以附属用房，请了1名阿訇。现有教民60户，252人，均系回族。,,,,115.670720,36.233610
新安县铁门清真寺,清光绪三年（1877年）,河南省,洛阳市,新安县,,铁门清真寺位于河南省新安县铁门乡，始建于清光绪三年(1877年)，全寺占地面积约0.3亩，建筑面积240平方米，大殿为一般民房。,,,,124.159160,42.546820
偃师全屯清真寺,年代不详,河南省,洛阳市,偃师市,,"全屯清真寺，又名真光寺，坐落于河南省偃师。始建于清光绪十七年(1891年)，在""文革""期间大殿等建筑遭到严重破坏，1986年党的民族宗教政策落实后，当地穆斯林齐心协力，出力捐资，重新迁建。现寺共占地6亩，寺院红色砖墙环绕，绿树簇拥",,,,122.828000,41.997670
偃师马屯清真寺,年代不详,河南省,洛阳市,偃师市,,马屯清真寺坐落于河南省偃师市缑氏乡，始建于明嘉靖元年(1522年)，现寺占地3亩，总建筑面积达140平方米。其中，大殿90平方米，为土木结构古建筑形式。,,,,118.265617,34.652191
偃师布村清真寺,年代不详,河南省,洛阳市,偃师市,河南省偃师市,布村清真寺，位于河南省洛阳市偃师市缑氏镇布村。始建于乾隆四十七年(1782年)，随着时代的变迁，经过屡次损毁与重建。现寺占地面积0.82亩，总建筑面积220平方米。,,,,112.789650,34.727630
宜阳县韩城清真寺,年代不详,河南省,洛阳市,宜阳县,,韩城清真寺位于宜阳县韩城镇西关村窑湾村东部，是宜阳县境内唯一的清真寺。明朝末年由西北穆斯林商人资助兴建。韩城曾为战国时韩国国都，古代交通枢纽，商业重镇，穆斯林多因经商而落居。,,,,105.643590,36.565240
洛阳市新街清真寺,年代不详,河南省,洛阳市,,河南省洛阳市,新街清真寺是河南省的清真寺之一。该寺始建于明朝中叶，清朝咸丰年间名河暴涨，寺院毁于一旦，洛阳市回族群众齐心协力，资助巨款，使重建寺院气势更为恢弘，距今已有400多年历史。新街寺是洛阳最早建立的清真寺，每逢重大节日或重要聚会。新街清真寺位于河南省洛阳市新街。,,,,112.510780,34.704310
洛阳市塔西村清真寺,明代,河南省,洛阳市,,河南省洛阳渡河回乡塔西村,塔西村清真寺，原来叫塔儿湾村清真寺，坐落于河南省洛阳渡河回乡塔西村，创建于明代。大全寺占地面积4亩有余，其中大门为阿拉伯式建筑，大门左右各为圆柱形高塔，塔顶为绿色圆顶，塔共3层。,,,,112.509003,34.690002
洛阳市马坡清真中寺,年代不详,河南省,洛阳市,,河南省洛阳市銮河回族乡,"洛阳市马坡清真中寺建于清咸丰年间，""文革""时遭破坏，落实政策后修复一新，恢复了当地信教群众的正常宗教活动。在1987年改建大殿时，本坊乡老孙西周拿出7000元巨资奉献给清真寺。修复后的马坡清真寺，大殿建筑面积38O平方米，占地面积3.1亩，本坊有教民723户，435O人，均属回族。",,,,112.488968,34.702751
洛阳市东关清真寺,1981年5月,河南省,洛阳市,,,洛阳市东关清真寺位于河南省洛阳市廛河区河回族区，相传建于清乾隆年间。清代几经扩建，最近一次大规模重修在1981年。现为洛阳市伊斯兰协会所在地。,,,,112.510780,34.704310
洛阳市东车站清真寺,年代不详,河南省,洛阳市,,河南省洛阳市东新安街,洛阳市东车站清真寺位于河南省洛阳市东新安街，创建于1935年。清真寺占地面积约2.5亩、建筑总面积960平方米。建筑式样为鼓顶式，即大殿平顶周缘砌放简瓦并使形成坡面和屋脊。大殿面积为75平方米。,,,,112.510780,34.704310
洛阳西工清真寺,,河南省,洛阳市,,,,,,,103.369019,34.707512
临颍县埚壅口清真寺,年代不详,河南省,漯河市,临颍县,,壅口清真寺，位于临颖县繁城回族镇埚壅口村，坊上有回民360人，回族主要以杨、刘两姓氏为多。,,,,100.190781,25.440212
临颍县黄莲城清真寺,年代不详,河南省,漯河市,临颍县,河南省漯河市临颍县,黄莲城清真寺，位于临颍县陈庄乡黄莲城村，创建于清同治六年(1868年)。现在占地将近1亩，有坊上有回民320人。黄莲城有回民定居。,,,,113.934430,33.809580
临颍县南街村清真寺,年代不详,河南省,漯河市,临颖县,临颖县南街村,南街村清真寺，始建于清康熙五十年(1712年)，民国时期重修。位于临颖县南街村，坊上有回民1200人。,,,,113.951958,33.803398
临颖县繁城清真寺,年代不详,河南省,漯河市,临颖县,,繁城清真寺始建于明朝。礼拜大殿为正方形建筑。全寺占地面积2亩，全寺建筑总面积2653平方米。1991年7月，在镇党委、镇政府的关心下，经过多方筹资，清真寺重建第一期工程正式开始主要工程有前门、女寺、男水房、讲堂屋、学生住室、阿訇住室，建筑面积1057平方米，1991年10月1日竣工。清真寺重建第二期工程于1993年夏开工，是年12月份竣工，主体工程是大殿和卷棚，建筑面积653平方米。1997年，繁城清真寺的标志性建筑，六层望月楼，经广大穆斯林的共同努力，又重新屹立在民族古镇的中心，望月楼样式新奇，宽敞华丽、楼头尖塔、圆顶、星月标志闪烁发光。到1998年底，清真寺的重建工程已全部竣工。新建的清真寺宏伟壮观、富丽堂皇。寺院内植以苍松翠柏、鲜花绿草，显得富丽气派，清新典雅。,,,,113.809914,33.875259
舞阳县西街清真寺,公元1374年,河南省,漯河市,舞阳县,舞阳县舞泉镇西街,西街清真寺位于舞阳县舞泉镇西街，坊上2009年有回民600人，大多分布在西关、东关、南关，回民主要姓氏有杨、马、宛、刘、佟、巴、陈、胡、李等姓氏。,,,,113.599358,33.433170
舞阳县裴庄清真寺,年代不详,河南省,漯河市,舞阳县,舞阳县章化乡裴庄村,舞阳县裴庄清真寺，位于舞阳县章化乡裴庄村，坊上有回民320人，回民主要姓氏有吕、李、周、胡等姓氏。现任教长系襄城县陈伟阿訇。,,,,113.597580,33.682171
舞阳县河北街清真寺,年代不详,河南省,漯河市,舞阳县,舞阳县侯集乡河北街村,舞阳县河北街清真寺，位于舞阳县侯集乡河北街村。河北街，是舞阳县最大的回民聚居地。清真寺自清末以来的主要任教阿訇有:哈道亮、哈二民等人。,,,,113.703453,33.627560
舞阳县北舞渡清真寺,年代不详,河南省,漯河市,舞阳县,,北舞渡清真寺位于舞阳县北舞渡镇，又名定陵镇，位于沙河、辉河交汇处，西通汝洛、东下江淮、北达郑汴、南至荆襄，古代水陆交通十分便利。回民迁居北舞渡始于清初，大多分布在北舞渡村、顺河街、小宛庄、小新村等地，回族人口500人。回族主要姓氏有丁、闪、宛、佟、李等姓氏。,,,,114.348160,34.788610
郾城县周庄清真寺,年代不详,河南省,漯河市,郾城县,,周庄清真寺，位于郾城县龙城镇回马村周庄村北，坊上有回民150户，850人。回族主要姓氏有:周、袁、马等姓氏。,,,,114.647781,33.621578
郾城县后油李清真寺,年代不详,河南省,漯河市,郾城县,,郾城县后油李清真寺，于1995年建成，位于郾城县召陵乡后油李村，坊上有回民700人，以王、艾、李等姓代居多。建有礼拜殿3间，讲堂屋4间，水房3间。,,,,121.798540,41.594650
郾城县城关清真寺,明朝初年,河南省,漯河市,郾城县,,郾城县城关清真寺，位于郾城县城关许慎路北侧。坊上有回民1500人，大多居住在城关和孟庙镇许庄等地。回族主要姓氏有:许、张、佟、宛、李、马、周、丁、袁、吕、王等姓氏。,,,,121.798540,41.594650
郾城县问十清真寺,年代不详,河南省,漯河市,郾城县,,问十清真寺位于郾城县大刘乡问十村漯舞路北。坊上有回民260人，清真寺始建于解放前，1957年8月被洪水冲毁，因坊上回族群众少，重建清真寺困难重重。党的十一届三中全会后，问十村回族群众的经济得到了发展，广大人民群众的生活水平有了显著的提高。,,,,114.348160,34.788610
郾城县前油李清真寺,年代不详,河南省,漯河市,郾城县,,"前油李清真寺，位于召陵区召陵镇前油李村内。坊上有回民210户，1400人。据传说该寺建立于明朝初年，清康熙六十一年(1722年)重修。解放前，前油李清真寺有土地60亩，房子21间，包括大殿3间、后院堂屋9间、东堂房3间、东屋3间(学生住室)、水房屋3间、北讲堂3间。""文革""时，清真寺里没阿訇，也无人管理，毁坏严重。1982年经回族群众集资，重修了水房和北讲堂。1994年重建门楼一座。现在清真寺有大殿3间，北讲堂3间(教长室)，东屋3间(水房屋)，其他房屋4间。寺内现生长着一棵古松。树围约有2米多，高数丈。枝繁叶茂，郁郁葱葱。据林业部门鉴定，已有五百余年树龄。",,,,114.306630,30.524850
郾城县久寨徐清真寺,年代不详,河南省,漯河市,郾城县,,久寨徐清真寺，位于郾城县东四十五里处之召陵乡久寨徐村，坊上有回民1000余人，以张、李、王等姓氏居多。占地面积600平方米。建有礼拜殿、讲堂屋、水房等房屋，建筑总面积300多平方米。,,,,114.846760,38.021660
郾城县回马村清真寺,年代不详,河南省,漯河市,郾城县,郾城县龙城镇回马村,回马村清真寺位于郾城县龙城镇回马村。坊上有回民470户，1400人。回族主要姓氏有:马、宛、周、袁等姓氏。,,,,114.006640,33.587050
郾城县胡庄清真寺,年代不详,河南省,漯河市,郾城县,城西北三十五里处的商桥镇胡庄村,胡庄清真寺，位于郾城县城西北三十五里处的商桥镇胡庄村。现占地1亩，有大殿3间，北屋3间。坊上有回民480人，大多居住在胡庄、商桥街和临颍县王街。回族主要以佟、马两姓氏居多。,,,,113.918114,33.720913
郾城县东宛清真寺,年代不详,河南省,漯河市,郾城县,,东宛清真寺坐落于郾城县城西三十里处新店乡东宛村，占地近四亩，建筑面积800多平方米。清真寺气势雄伟神圣，富有伊斯兰建筑风格。新寺的落成既为穆斯林群众宗教生活提供了一个良好环境，同时也成为民族团结进步的一个新的宣传窗口。,,,,113.487940,34.140480
郾城县常村清真寺,年代不详,河南省,漯河市,郾城县,,常村清真寺位于郾城县东四十五里处之召陵乡常村，坊上有回民800余人。寺院占地面积1000余平方米，计有礼拜殿，北讲堂，水房，大门等房屋共计十余间，建筑面积400平方米。,,,,97.182610,31.140011
漯河市清真南寺,年代不详,河南省,漯河市,源汇区,河南开封,"清光绪三十三年(1906年)京汉铁路修通，在距源汇寨一公里处设郾城火车站(现为漯河车站)，致使火车站附近忽然繁忙起来。从各地迁来经商的回民日见增多。从开封迁来的回族穆斯林聚居在火车站附近的南草园、南马路(现人民路)和复兴商场、马家院(现人民电影院东边、已折迁)。因距离寨内清真寺远，宗教生活不便，迫切要求就近建寺。限于经济不及，1911年在马家院借马德元的房子立寺，请刘振祥代阿訇，解决了燃眉之急。随后迁居的回族穆斯林增多，礼拜殿容纳不下，又借谢晋贤开的""清香池""澡塘楼上房子礼拜。经坊上回族穆斯林苦心惨淡经营，锐意积累，周树绅阿訇多方求助捐资，于1920年才在南菜园买地建立清真南寺。为铭记建寺艰辛，立碑二块记事流芳(文革期间均遭砸毁)。现坊上回族穆斯林一致公认，漯河市清真南寺始建于1911年，是开封穆斯林建的寺。",,,,114.348160,34.788610
漯河市寨内清真寺,清康熙五年（1666年）,河南省,漯河市,,,"寨内清真寺原坐落在古源汇寨西寨墙内，临近漯河东岸河堤。是漯河修建最早、规模宏大的古寺。占地面积九亩八分七厘二毫(5331平方米)，初建于清康熙五年(1666年)，距21世纪已有300多年历史。清真寺内曾立过四块碑记，现只残存一块，其余三块均在""文革""期间砸碎送窑烧成石灰。礼拜大殿于1975年修河堤时拆毁。",,,,111.814461,28.508053
漯河市清真东寺,1933年,河南省,漯河市,,铁路东水楼后街,漯河市清真东寺建于1933年(民国22年)，地址在万庄。清真东寺位于铁路东水楼后街，原由居住在铁路东的七家掌鞋户筹建。,,,,114.044907,33.573742
漯河市清真东大寺,年代不详,河南省,漯河市,,,漯河市清真东大寺位于市区铁路东科技经济开发区金山路南段，占地3亩，1992年要地，1999年5月开工，由马凌云，佟红伟发起。,,,,114.059235,33.562363
漯河市清真北寺,年代不详,河南省,漯河市,,菜市场街,漯河市清真北寺由周口地区的回族穆斯林捐钱建于民国12年(1923)，地址在菜市场街(今大新街)路东，中华路路南，地处火车站商业市场繁华地段。(现中华商场东端与区委院西端交接处)。据建国初期统计资料，该坊有300多户，600多口人,,,,113.920200,33.545280
漯河市临渠街清真寺,年代不详,河南省,漯河市,,,漯河市临渠街清真寺，也成漯河市清真西寺。原清真西寺位于临渠斜街路西，南临兴隆街(现勤俭街)，系1924年由郾城县周庄、马庄一带回族移居源汇区的宰牛宰羊户捐钱买地修建的清真寺。1932年建于(民国21年)，与北寺粉房相邻。,,,,112.488968,34.702751
邓州市清真西寺,年代不详,河南省,南阳市,邓州市,河南省邓州市小西关,现任教长:谢孝忠,,,,112.084328,32.664059
方城县阎岗清真寺,年代不详,河南省,南阳市,方城县,,阎岗清真寺位于河南省方城县券桥乡。,,,,120.163849,33.347569
方城县拐河清真寺,年代不详,河南省,南阳市,方城县,,"拐河清真寺位于河南省方城县拐河镇，始建于清光绪十七年(1891年)，原占地面积2.2亩，但多年后经历了""文革""与洪水，受到严重的损毁。1983年虽有修建，但不复本来样貌。现今只有礼拜大殿、讲堂等普通砖瓦结构房屋8间。",,,,114.962112,34.958290
方城县东关清真寺,年代不详,河南省,南阳市,方城县,河南省方城县东关,方城县东关清真寺位于河南省方城县东关，始建于明代，清光绪年间重建。现今全寺占地面积6.7亩，大殿建筑面积约200平方米。,,,,113.012550,33.254390
方城县东岗清真寺,年代不详,河南省,南阳市,方城县,,东岗清真寺位于河南省方城县袁店乡。本坊教民235户，980人，均为回族。该寺地处浅山区丘岭地带，土地贫脊，人均耕地少，水源缺乏，经济文化不发达.为解决寺内及教民用水，在郭德胜阿訇主持下，得各地穆斯林资助，于1993年打深水并(深达20余米)1眼，解决了急需，立有打井纪念石碑以示后人。,,,,87.617470,43.787182
南召县云阳清真寺,年代不详,河南省,南阳市,南召县,河南省南阳市,云阳清真寺早期只有草房数间，后在西北骆驼商客们的重金资助下，扩大了寺舍，.又全部改为瓦房。清乾隆和嘉庆年间先后沿着中轴线，依次建成了大门楼、南北厢房、卷棚、大殿、望月楼共24间。中华民国期间一度被土匪烧毁。1933年由郑州、漯河，洛阳等地捐款资助重修。该寺望月楼高3.5丈，楼顶装置着宝瓶,,,,112.539600,33.003600
